CustomerID,Recency,Frequency,Monetary,AvgOrderValue,UniqueProducts,TotalQuantity,CLV,Churn
12393.0,18,3,794.15,16.544791666666665,38,489,794.15,0
12395.0,7,4,2048.64,20.904489795918366,83,1615,2048.64,0
12396.0,310,1,931.43,14.329692307692307,65,591,931.43,1
12399.0,21,3,853.65,16.738235294117647,40,1020,853.65,0
12400.0,50,1,205.25,18.65909090909091,11,91,205.25,0
12402.0,28,6,1018.55,16.975833333333334,40,489,1018.55,0
12403.0,157,1,591.6600000000001,147.91500000000002,4,164,591.6600000000001,1
12404.0,318,1,63.24,63.24,1,1,63.24,1
12406.0,24,4,2791.46,45.023548387096774,44,1574,2791.46,0
12408.0,15,5,1437.07,25.211754385964912,41,787,1437.07,0
12409.0,56,6,12033.539999999999,76.16164556962025,125,7484,12033.539999999999,0
12410.0,138,1,320.38,22.884285714285713,14,130,320.38,1
12411.0,45,1,346.9,15.768181818181818,22,138,346.9,0
12412.0,38,5,1354.15,19.345000000000002,50,1162,1354.15,0
12413.0,38,1,241.35,18.565384615384616,13,33,241.35,0
12414.0,99,5,130.0,6.842105263157895,9,1,130.0,1
12415.0,11,7,19543.84,92.18792452830189,169,14073,19543.84,0
12416.0,292,1,202.56,18.414545454545454,11,132,202.56,1
12417.0,37,15,3109.91,17.18182320441989,144,1321,3109.91,0
12418.0,49,4,1348.37,19.541594202898548,61,680,1348.37,0
12419.0,21,2,503.01,20.1204,23,231,503.01,0
12421.0,51,3,286.56,13.645714285714286,18,164,286.56,0
12422.0,30,18,3315.79,24.202846715328466,109,2221,3315.79,0
12423.0,23,2,763.08,19.077,38,454,763.08,0
12424.0,58,5,1528.82,22.81820895522388,61,1275,1528.82,0
12425.0,66,2,903.61,15.31542372881356,55,607,903.61,0
12426.0,282,2,728.6800000000001,14.013076923076925,47,319,728.6800000000001,1
12427.0,7,1,303.5,30.35,10,79,303.5,0
12429.0,1,6,3685.11,47.85857142857143,70,1667,3685.11,0
12431.0,9,16,4303.02,24.872947976878613,131,1793,4303.02,0
12433.0,2,6,7052.99,24.574878048780487,164,6044,7052.99,0
12434.0,17,1,297.29,14.864500000000001,20,138,297.29,0
12435.0,32,4,6096.04,80.21105263157895,68,2903,6096.04,0
12437.0,29,28,7498.19,19.62876963350785,216,5013,7498.19,0
12439.0,318,3,1089.18,14.71864864864865,69,448,1089.18,1
12440.0,93,3,768.15,21.947142857142858,21,308,768.15,1
12441.0,2,1,173.55,15.77727272727273,11,121,173.55,0
12443.0,368,1,485.31,23.11,21,182,485.31,1
12445.0,36,2,293.08000000000004,13.956190476190478,20,142,293.08000000000004,0
12449.0,46,2,768.6,76.86,10,729,768.6,0
12450.0,35,5,469.07,14.6584375,25,307,469.07,0
12451.0,99,4,3613.0099999999998,22.723333333333333,147,2771,3613.0099999999998,1
12454.0,31,7,4292.71,102.20738095238096,10,2232,4292.71,0
12455.0,81,4,3413.09,24.913065693430656,121,1213,3413.09,0
12457.0,53,2,554.53,22.1812,22,243,554.53,0
12458.0,63,2,830.09,18.045434782608698,44,480,830.09,0
12459.0,241,1,454.36,19.754782608695653,23,258,454.36,1
12460.0,92,1,326.65,18.147222222222222,18,170,326.65,1
12466.0,318,1,56.73,56.73,1,1,56.73,1
12467.0,22,2,0.0,0.0,9,0,0.0,0
12468.0,66,7,2900.5099999999998,23.581382113821135,105,1820,2900.5099999999998,0
12469.0,158,2,3070.54,40.40184210526316,76,2552,3070.54,1
12470.0,325,1,211.95,9.215217391304348,23,95,211.95,1
12471.0,8,81,19197.49,25.094758169934643,160,8472,19197.49,0
12472.0,5,26,10727.21,16.302750759878418,315,6890,10727.21,0
12474.0,4,25,4849.98,15.797980456026057,197,3033,4849.98,0
12475.0,45,1,426.26,17.0504,25,236,426.26,0
12476.0,10,18,7137.54,23.951476510067113,225,3198,7137.54,0
12477.0,35,3,7056.63,26.72965909090909,209,2466,7056.63,0
12480.0,35,4,2153.4700000000003,23.664505494505498,79,1240,2153.4700000000003,0
12481.0,1,8,6626.17,37.43598870056497,139,3825,6626.17,0
12482.0,85,32,21893.53,105.76584541062802,42,27039,21893.53,0
12483.0,14,14,2496.34,37.82333333333334,35,1036,2496.34,0
12484.0,113,8,1806.93,13.58593984962406,112,1074,1806.93,1
12485.0,165,1,708.1,20.826470588235296,34,414,708.1,1
12486.0,67,1,1037.28,21.168979591836734,49,523,1037.28,0
12487.0,366,2,259.79999999999995,86.59999999999998,3,144,259.79999999999995,1
12490.0,14,12,4400.71,20.186743119266055,117,2838,4400.71,0
12492.0,39,1,452.0,20.545454545454547,22,252,452.0,0
12494.0,1,5,604.17,15.89921052631579,28,271,604.17,0
12495.0,270,2,323.4,17.021052631578947,17,126,323.4,1
12496.0,256,2,45.34,4.534000000000001,10,30,45.34,1
12497.0,36,3,5168.650000000001,117.4693181818182,31,4448,5168.650000000001,0
12499.0,196,1,393.72,14.582222222222223,27,302,393.72,1
12500.0,71,12,1666.04,18.308131868131866,62,689,1666.04,0
12503.0,220,1,1126.0,563.0,2,561,1126.0,1
12504.0,53,2,297.0,27.0,8,368,297.0,0
12505.0,29,2,912.5,19.83695652173913,42,314,912.5,0
12507.0,220,1,539.25,19.258928571428573,28,362,539.25,1
12510.0,95,14,2706.76,22.369917355371904,85,1665,2706.76,1
12511.0,50,2,3065.77,15.802938144329897,190,1748,3065.77,0
12514.0,277,1,580.08,17.578181818181818,33,400,580.08,1
12516.0,66,2,1336.56,27.845,38,1077,1336.56,0
12519.0,100,2,354.35,14.764583333333334,22,205,354.35,1
12523.0,10,17,2455.48,15.944675324675325,105,1375,2455.48,0
12524.0,24,10,6605.64,67.40448979591837,65,3474,6605.64,0
12525.0,127,8,835.1800000000001,10.846493506493507,56,487,835.1800000000001,1
12527.0,130,2,386.8,27.62857142857143,13,292,386.8,1
12529.0,158,2,311.78000000000003,13.555652173913044,21,190,311.78000000000003,1
12530.0,45,7,2066.23,21.981170212765957,66,1798,2066.23,0
12531.0,316,2,1773.83,15.291637931034483,110,1059,1773.83,1
12533.0,254,6,1149.99,12.777666666666667,63,568,1149.99,1
12537.0,44,1,732.94,17.04511627906977,43,449,732.94,0
12538.0,14,1,276.5,21.26923076923077,13,145,276.5,0
12539.0,86,3,5646.400000000001,24.443290043290045,127,2468,5646.400000000001,0
12540.0,14,17,8798.25,29.926020408163264,171,4332,8798.25,0
12542.0,120,4,423.38,9.408444444444445,39,514,423.38,1
12543.0,84,1,980.25,22.796511627906977,43,688,980.25,0
12547.0,136,1,175.78,13.521538461538462,13,175,175.78,1
12549.0,211,6,1575.68,32.15673469387755,38,1366,1575.68,1
12553.0,21,3,896.57,18.678541666666668,39,358,896.57,0
12554.0,84,1,468.5,18.01923076923077,26,240,468.5,0
12555.0,318,1,129.23,129.23,1,1,129.23,1
12557.0,7,4,6725.18,269.0072,15,2398,6725.18,0
12562.0,21,2,1185.18,30.38923076923077,33,548,1185.18,0
12563.0,44,1,249.24,19.172307692307694,13,113,249.24,0
12567.0,3,8,4278.88,21.94297435897436,146,1775,4278.88,0
12568.0,280,1,70.0,14.0,5,48,70.0,1
12570.0,318,1,77.52,77.52,1,1,77.52,1
12573.0,17,4,556.87,6.11945054945055,83,395,556.87,0
12575.0,93,2,622.8199999999999,16.389999999999997,34,315,622.8199999999999,1
12576.0,28,5,776.89,13.394655172413794,51,515,776.89,0
12577.0,17,5,990.5,6.516447368421052,144,722,990.5,0
12578.0,21,3,1819.0900000000001,29.82114754098361,53,1163,1819.0900000000001,0
12580.0,212,1,637.2,18.741176470588236,34,331,637.2,1
12582.0,58,2,1469.04,18.136296296296297,79,685,1469.04,0
12583.0,9,14,7157.5599999999995,32.534363636363636,87,3923,7157.5599999999995,0
12586.0,4,4,1848.73,22.008690476190477,76,606,1848.73,0
12588.0,35,4,724.08,19.054736842105264,27,381,724.08,0
12589.0,50,9,2447.49,13.827627118644067,100,1063,2447.49,0
12590.0,137,2,-7.9,-3.95,2,-2,-7.9,1
12591.0,26,2,886.1,21.097619047619048,38,425,886.1,0
12592.0,155,6,715.02,10.833636363636364,32,1582,715.02,1
12594.0,14,6,1724.29,20.774578313253013,60,967,1724.29,0
12595.0,140,1,299.02,15.737894736842104,19,271,299.02,1
12598.0,71,6,1411.99,18.102435897435896,69,900,1411.99,0
12599.0,17,6,1264.14,17.804788732394368,37,1233,1264.14,0
12600.0,7,16,2374.75,31.663333333333334,33,632,2374.75,0
12601.0,40,1,104.19999999999999,17.366666666666664,6,45,104.19999999999999,0
12605.0,1,5,1225.45,15.512025316455697,63,925,1225.45,0
12606.0,318,1,21.0,21.0,1,1,21.0,1
12608.0,40,1,415.79,25.986875,16,323,415.79,0
12609.0,10,7,2291.01,19.750086206896555,84,904,2291.01,0
12613.0,24,7,3354.84,18.332459016393443,133,2441,3354.84,0
12615.0,49,7,3273.69,18.92306358381503,148,1919,3273.69,0
12616.0,18,2,388.1,16.87391304347826,22,208,388.1,0
12619.0,196,1,140.14,14.014,10,140,140.14,1
12621.0,1,22,10967.24,35.15141025641026,163,6471,10967.24,0
12623.0,52,8,3334.7400000000002,21.240382165605098,109,1774,3334.7400000000002,0
12625.0,145,2,2481.06,25.577938144329895,85,1697,2481.06,1
12629.0,21,2,1558.22,34.62711111111111,40,722,1558.22,0
12631.0,67,6,2811.77,18.140451612903227,105,1357,2811.77,0
12632.0,156,4,738.88,19.44421052631579,32,668,738.88,1
12633.0,18,5,3454.58,16.450380952380954,182,2058,3454.58,0
12634.0,171,2,490.0,24.5,20,337,490.0,1
12635.0,28,2,1241.23,15.913205128205128,77,777,1241.23,0
12636.0,374,1,141.0,141.0,1,1,141.0,1
12637.0,14,4,2280.91,9.831508620689654,162,1263,2280.91,0
12638.0,275,1,249.8,27.755555555555556,9,86,249.8,1
12639.0,70,2,826.27,19.673095238095236,39,430,826.27,0
12643.0,21,8,4490.66,144.85999999999999,14,2549,4490.66,0
12644.0,66,5,1337.63,14.539456521739131,76,676,1337.63,0
12645.0,45,5,1743.72,19.5923595505618,72,1017,1743.72,0
12647.0,3,35,14012.87,31.775215419501137,219,5385,14012.87,0
12648.0,70,4,778.95,17.310000000000002,32,354,778.95,0
12649.0,1,7,1634.99,17.966923076923077,75,1356,1634.99,0
12651.0,14,4,251.29999999999998,10.926086956521738,21,184,251.29999999999998,0
12652.0,70,1,97.05000000000001,32.35,3,31,97.05000000000001,0
12653.0,162,1,1950.98,45.37162790697675,43,762,1950.98,1
12655.0,59,1,261.35,16.334375,16,80,261.35,0
12656.0,61,4,2338.06,19.00861788617886,108,1133,2338.06,0
12661.0,72,1,162.0,14.727272727272727,11,216,162.0,0
12662.0,9,11,3132.09,17.497709497206706,94,1520,3132.09,0
12663.0,260,3,204.0,18.545454545454547,9,169,204.0,1
12664.0,150,2,1188.16,148.52,4,292,1188.16,1
12665.0,53,3,239.7,14.1,13,121,239.7,0
12666.0,30,1,1248.42,40.27161290322581,31,370,1248.42,0
12668.0,14,6,7575.88,20.202346666666667,233,3415,7575.88,0
12670.0,21,2,764.24,33.22782608695652,21,230,764.24,0
12671.0,242,1,2622.481,58.27735555555556,45,1460,2622.481,1
12672.0,225,2,184.6,12.306666666666667,12,53,184.6,1
12673.0,37,1,619.5,19.359375,32,349,619.5,0
12675.0,189,4,933.55,8.189035087719297,111,334,933.55,1
12676.0,44,6,1441.7,22.884126984126986,47,1195,1441.7,0
12677.0,191,3,389.3,16.92608695652174,14,174,389.3,1
12678.0,11,10,16262.87,75.99471962616823,140,11334,16262.87,0
12681.0,3,30,16874.17,19.89878537735849,341,9982,16874.17,0
12682.0,1,24,11657.59,22.54852998065764,210,5434,11657.59,0
12683.0,1,9,4197.51,21.093015075376886,143,2694,4197.51,0
12686.0,7,1,89.14,12.734285714285715,7,107,89.14,0
12687.0,116,2,2138.91,16.97547619047619,126,1403,2138.91,1
12691.0,56,1,134.6,19.228571428571428,7,51,134.6,0
12692.0,273,1,110.95,8.534615384615385,13,36,110.95,1
12693.0,32,5,809.46,19.272857142857145,35,274,809.46,0
12694.0,51,2,969.78,20.633617021276596,46,844,969.78,0
12695.0,164,3,825.02,25.781875,28,234,825.02,1
12696.0,70,3,801.15,16.023,44,563,801.15,0
12698.0,226,1,339.75,21.234375,16,111,339.75,1
12699.0,53,1,638.11,15.563658536585367,41,373,638.11,0
12701.0,165,4,1648.7,17.53936170212766,80,1049,1648.7,1
12703.0,269,5,617.48,9.959354838709677,44,378,617.48,1
12705.0,10,8,4739.76,17.049496402877697,199,3135,4739.76,0
12706.0,318,1,-91.89,-91.89,1,-1,-91.89,1
12708.0,4,15,2501.84,15.443456790123458,80,1196,2501.84,0
12709.0,2,30,20769.63,63.12957446808511,153,9896,20769.63,0
12711.0,247,2,1339.05,22.3175,56,770,1339.05,1
12712.0,1,14,2738.03,18.013355263157894,100,1257,2738.03,0
12714.0,24,7,9384.85,21.47562929061785,324,5705,9384.85,0
12717.0,226,1,277.93,17.370625,16,94,277.93,1
12720.0,5,13,2334.6,13.417241379310344,130,1586,2334.6,0
12721.0,1,4,1277.7,14.196666666666667,73,677,1277.7,0
12724.0,19,3,1286.11,16.9225,66,934,1286.11,0
12725.0,7,4,2266.76,21.384528301886796,92,1142,2266.76,0
12726.0,23,4,1405.5,25.554545454545455,30,1475,1405.5,0
12727.0,78,3,1698.8300000000002,26.544218750000002,44,734,1698.8300000000002,0
12728.0,19,1,233.84,15.589333333333334,15,124,233.84,0
12730.0,157,1,829.25,17.643617021276597,47,234,829.25,1
12731.0,78,5,6879.8,57.813445378151265,72,3204,6879.8,0
12733.0,25,5,1942.87,13.877642857142856,106,748,1942.87,0
12734.0,10,2,529.25,35.28333333333333,13,177,529.25,0
12737.0,134,2,3710.5,1855.25,2,2,3710.5,1
12738.0,8,1,155.35,14.122727272727273,11,148,155.35,0
12739.0,21,2,1713.69,33.60176470588235,51,465,1713.69,0
12741.0,165,2,406.07,25.379375,16,214,406.07,1
12742.0,235,2,1185.02,17.426764705882352,67,1349,1185.02,1
12744.0,95,4,4037.77,34.5108547008547,110,1753,4037.77,1
12745.0,122,3,925.41,40.235217391304346,21,468,925.41,1
12746.0,163,3,230.85000000000002,11.5425,18,91,230.85000000000002,1
12747.0,5,22,4949.08,30.739627329192547,67,1448,4949.08,0
12748.0,1,159,20491.27,8.00127684498243,1343,12621,20491.27,0
12749.0,21,8,2460.29,14.732275449101795,122,849,2460.29,0
12751.0,80,1,268.27,4.326935483870967,61,189,268.27,0
12755.0,1,19,4203.15,37.866216216216216,34,1655,4203.15,0
12758.0,95,6,6987.41,31.760954545454545,146,3956,6987.41,1
12759.0,22,5,3489.3,16.856521739130436,151,2300,3489.3,0
12760.0,91,1,347.8,16.561904761904763,21,198,347.8,1
12761.0,93,2,782.95,28.99814814814815,27,281,782.95,1
12763.0,5,1,320.08,20.005,16,196,320.08,0
12765.0,108,6,1404.58,20.65558823529412,49,1009,1404.58,1
12766.0,2,5,3036.8,20.381208053691278,132,1781,3036.8,0
12767.0,11,1,949.82,22.088837209302326,43,598,949.82,0
12768.0,67,2,3.552713678800501e-15,1.7763568394002506e-16,10,0,3.552713678800501e-15,0
12770.0,35,6,1624.5,64.98,21,1028,1624.5,0
12771.0,100,2,262.5,16.40625,15,100,262.5,1
12773.0,200,2,1.7763568394002505e-15,1.4802973661668753e-16,6,0,1.7763568394002505e-15,1
12774.0,171,1,98.7,16.45,6,53,98.7,1
12775.0,24,2,300.08,20.005333333333333,13,206,300.08,0
12776.0,303,1,55.5,13.875,4,46,55.5,1
12777.0,93,1,519.45,19.978846153846156,26,458,519.45,1
12778.0,32,3,953.45,14.89765625,55,910,953.45,0
12779.0,7,10,2538.06,18.66220588235294,84,1476,2538.06,0
12780.0,234,1,337.4,16.869999999999997,20,285,337.4,1
12782.0,10,8,2252.7200000000003,16.81134328358209,95,915,2252.7200000000003,0
12784.0,165,1,1230.33,17.087916666666665,72,582,1230.33,1
12785.0,171,3,773.6,17.990697674418605,36,319,773.6,1
12786.0,245,1,728.5,40.47222222222222,18,324,728.5,1
12787.0,49,2,395.52,15.820799999999998,24,248,395.52,0
12788.0,99,4,444.9,17.111538461538462,20,194,444.9,1
12789.0,148,2,181.5,45.375,2,32,181.5,1
12790.0,43,2,238.53,12.55421052631579,16,134,238.53,0
12791.0,9,8,585.15,19.505,17,351,585.15,0
12792.0,170,2,413.34,17.971304347826084,23,176,413.34,1
12793.0,7,2,471.85,17.475925925925928,23,231,471.85,0
12796.0,264,1,381.0,54.42857142857143,7,182,381.0,1
12797.0,1,4,531.28,16.6025,27,211,531.28,0
12798.0,57,1,1533.8899999999999,61.355599999999995,25,3199,1533.8899999999999,0
12799.0,165,1,219.35,14.623333333333333,15,137,219.35,1
12800.0,106,3,584.25,17.183823529411764,31,284,584.25,1
12801.0,113,2,1031.87,20.232745098039214,50,504,1031.87,1
12802.0,78,7,1937.84,16.99859649122807,89,1652,1937.84,0
12803.0,29,1,1092.81,19.869272727272726,55,872,1092.81,0
12804.0,101,2,325.37,4.929848484848485,60,270,325.37,1
12805.0,17,4,1434.95,24.74051724137931,44,593,1434.95,0
12806.0,71,4,2878.96,42.96955223880597,58,2087,2878.96,0
12807.0,18,3,269.95,14.997222222222222,17,120,269.95,0
12808.0,4,3,422.45,16.248076923076923,26,187,422.45,0
12809.0,189,6,1220.98,19.38063492063492,52,289,1220.98,1
12810.0,170,2,534.99,16.7184375,32,389,534.99,1
12811.0,14,2,519.05,20.761999999999997,23,205,519.05,0
12813.0,137,3,1687.8,37.50666666666667,37,1141,1687.8,1
12817.0,35,2,524.94,24.997142857142858,16,166,524.94,0
12819.0,94,1,540.52,28.448421052631577,19,344,540.52,1
12820.0,33,9,1705.6,16.559223300970874,87,1204,1705.6,0
12821.0,247,1,128.07999999999998,18.297142857142855,7,92,128.07999999999998,1
12823.0,30,13,4742.0,364.7692307692308,1,700,4742.0,0
12825.0,157,2,518.63,21.609583333333333,20,139,518.63,1
12826.0,1,8,1460.57,18.968441558441558,54,935,1460.57,0
12829.0,186,1,92.30000000000001,11.537500000000001,8,174,92.30000000000001,1
12831.0,99,2,236.06,18.158461538461538,13,168,236.06,1
12835.0,54,49,5972.19,9.555503999999999,140,2335,5972.19,0
12836.0,25,13,3910.2200000000003,16.224979253112036,173,1165,3910.2200000000003,0
12837.0,205,1,528.5600000000001,6.954736842105264,73,170,528.5600000000001,1
12838.0,9,11,2672.3,8.937458193979934,177,1472,2672.3,0
12839.0,3,16,4344.21,16.089666666666666,112,2950,4344.21,0
12840.0,73,5,1299.6,19.993846153846153,57,739,1299.6,0
12841.0,5,18,3468.36,12.47611510791367,154,2608,3468.36,0
12842.0,40,2,799.0,57.07142857142857,13,340,799.0,0
12843.0,18,25,4659.8,38.83166666666667,77,2144,4659.8,0
12844.0,78,2,322.64,6.3262745098039215,43,98,322.64,0
12846.0,318,1,15.58,15.58,1,1,15.58,1
12847.0,23,1,765.36,21.867428571428572,34,624,765.36,0
12848.0,311,1,208.0,13.0,16,58,208.0,1
12849.0,17,4,2032.18,21.168541666666666,80,1258,2032.18,0
12850.0,81,1,330.0,165.0,2,200,330.0,0
12851.0,113,1,148.95,4.965,30,51,148.95,1
12853.0,57,7,1846.8,25.2986301369863,58,857,1846.8,0
12854.0,197,6,1618.42,10.308407643312103,120,988,1618.42,1
12855.0,8,4,612.84,9.146865671641791,65,240,612.84,0
12857.0,72,5,2577.85,33.91907894736842,46,1076,2577.85,0
12858.0,19,2,121.08,3.186315789473684,37,50,121.08,0
12859.0,94,1,575.1,27.385714285714286,21,292,575.1,1
12860.0,329,1,54.22,3.38875,16,26,54.22,1
12861.0,255,1,68.25,17.0625,4,27,68.25,1
12862.0,61,2,984.62,7.51618320610687,119,611,984.62,0
12863.0,15,5,2271.35,52.82209302325581,23,707,2271.35,0
12864.0,144,1,152.45,38.1125,4,231,152.45,1
12865.0,14,2,1755.24,17.5524,93,1048,1755.24,0
12866.0,110,2,668.23,18.06027027027027,34,382,668.23,1
12867.0,33,6,3819.92,7.402945736434108,260,3592,3819.92,0
12868.0,9,3,640.0,16.41025641025641,30,354,640.0,0
12869.0,317,1,337.66999999999996,9.126216216216216,35,144,337.66999999999996,1
12870.0,2,4,1662.05,17.495263157894737,85,904,1662.05,0
12871.0,75,1,363.38,51.91142857142857,7,284,363.38,0
12872.0,1,12,3055.37,8.302635869565217,205,1523,3055.37,0
12873.0,33,2,1653.3,53.332258064516125,30,658,1653.3,0
12874.0,21,3,933.42,19.04938775510204,44,611,933.42,0
12875.0,107,3,1013.76,168.96,2,3168,1013.76,1
12876.0,30,3,1850.5700000000002,21.51825581395349,70,1098,1850.5700000000002,0
12877.0,37,8,1406.3700000000001,11.719750000000001,76,1059,1406.3700000000001,0
12880.0,17,2,640.13,17.781388888888888,32,279,640.13,0
12887.0,19,1,222.4,17.107692307692307,13,100,222.4,0
12889.0,17,6,365.66,13.542962962962964,25,120,365.66,0
12890.0,23,1,329.3,5.880357142857143,56,201,329.3,0
12891.0,94,9,488.5,54.27777777777778,2,1325,488.5,1
12892.0,32,1,263.38,14.632222222222222,18,140,263.38,0
12894.0,211,1,157.35,7.492857142857143,21,33,157.35,1
12896.0,366,1,-29.75,-29.75,1,-5,-29.75,1
12897.0,17,2,297.75,29.775,9,139,297.75,0
12898.0,99,2,296.21000000000004,10.970740740740743,27,235,296.21000000000004,1
12899.0,49,1,366.4,21.552941176470586,17,108,366.4,0
12900.0,58,1,340.33,26.179230769230767,13,139,340.33,0
12903.0,64,1,833.53,20.33,41,493,833.53,0
12905.0,212,3,1011.82,18.396727272727272,52,528,1011.82,1
12907.0,31,3,440.36,15.184827586206897,27,164,440.36,0
12908.0,16,3,1026.0,342.0,1,1800,1026.0,0
12909.0,58,5,905.94,12.582500000000001,50,662,905.94,0
12910.0,15,6,2671.98,42.41238095238095,38,1910,2671.98,0
12911.0,187,1,1651.72,6.998813559322034,220,807,1651.72,1
12913.0,4,9,4217.2300000000005,91.67891304347827,26,1813,4217.2300000000005,0
12914.0,36,1,223.98,24.886666666666667,9,336,223.98,0
12915.0,8,7,721.2,12.223728813559323,40,341,721.2,0
12916.0,78,3,1534.78,22.243188405797103,51,598,1534.78,0
12917.0,36,7,3735.5,73.24509803921569,44,978,3735.5,0
12918.0,262,3,-10953.5,-3651.1666666666665,1,-1,-10953.5,1
12920.0,207,3,323.86,10.120625,32,292,323.86,1
12921.0,2,55,18249.71,20.95259471871412,207,11819,18249.71,0
12923.0,26,2,597.6,18.675,28,162,597.6,0
12924.0,28,9,1493.2,33.18222222222222,37,932,1493.2,0
12925.0,228,1,35.28,7.056,5,108,35.28,1
12926.0,47,4,1523.97,5.816679389312977,202,754,1523.97,0
12927.0,30,1,197.31,17.937272727272727,11,145,197.31,0
12928.0,14,7,2242.19,23.602,62,1427,2242.19,0
12931.0,16,51,37836.86,210.2047777777778,23,24968,37836.86,0
12932.0,175,8,1698.56,17.87957894736842,69,1609,1698.56,1
12933.0,16,7,970.6,5.2182795698924735,154,396,970.6,0
12934.0,372,1,181.65,90.825,2,31,181.65,1
12935.0,10,11,2025.56,15.58123076923077,61,1318,2025.56,0
12937.0,99,5,1593.34,16.426185567010307,71,976,1593.34,1
12939.0,15,12,13683.0,350.84615384615387,12,5452,13683.0,0
12941.0,360,1,377.49,13.981111111111112,27,381,377.49,1
12942.0,1,1,258.75,16.171875,16,69,258.75,0
12943.0,29,3,492.75,18.951923076923077,23,221,492.75,0
12945.0,292,1,437.16,15.612857142857143,28,281,437.16,1
12946.0,72,1,324.45,16.2225,20,149,324.45,0
12947.0,9,1,304.04,17.884705882352943,17,184,304.04,0
12948.0,366,2,252.48000000000002,28.053333333333335,7,224,252.48000000000002,1
12949.0,18,18,11247.98,22.229209486166006,262,5834,11247.98,0
12951.0,10,12,2122.35,15.605514705882353,83,1150,2122.35,0
12953.0,158,1,498.96000000000004,16.095483870967744,31,280,498.96000000000004,1
12954.0,274,1,162.45,16.244999999999997,10,83,162.45,1
12956.0,320,3,413.82,17.992173913043477,23,306,413.82,1
12957.0,177,9,4649.38,18.161640625,221,2130,4649.38,1
12958.0,36,2,467.34,9.537551020408163,45,118,467.34,0
12959.0,120,2,133.35,14.816666666666666,9,108,133.35,1
12960.0,49,4,1322.07,18.886714285714284,49,1379,1322.07,0
12961.0,15,1,211.99,5.29975,37,180,211.99,0
12963.0,1,6,1671.76,16.55207920792079,74,904,1671.76,0
12964.0,73,1,132.24,5.086153846153847,26,56,132.24,0
12967.0,7,2,2646.02,43.377377049180325,47,834,2646.02,0
12969.0,238,1,122.45,24.490000000000002,5,55,122.45,1
12970.0,16,6,1048.13,4.852453703703704,174,686,1048.13,0
12971.0,2,34,4552.4800000000005,37.62380165289257,46,3858,4552.4800000000005,0
12972.0,49,6,1115.95,13.128823529411765,69,829,1115.95,0
12973.0,49,1,385.55,64.25833333333334,6,31,385.55,0
12974.0,201,1,264.15,11.00625,24,80,264.15,1
12975.0,66,8,1993.99,16.89822033898305,92,903,1993.99,0
12976.0,14,7,2417.7799999999997,18.316515151515148,94,2123,2417.7799999999997,0
12977.0,137,3,474.64,9.686530612244898,45,116,474.64,1
12978.0,21,6,2496.07,15.219939024390245,126,1393,2496.07,0
12979.0,365,2,479.53999999999996,8.41298245614035,56,484,479.53999999999996,1
12980.0,15,14,8817.33,251.92371428571428,7,1019,8817.33,0
12982.0,24,15,2184.92,12.138444444444445,118,1387,2184.92,0
